167,open heart surgery (out indefinitely)
168,right knee injury (out indefinitely)
169,right ankle injury (out indefinitely)
170,strained oblique muscle (out indefinitely)
171,sprained right ankle (DTD)
172,strained leg muscle (DTD)
173,groin injury (out indefinitely)
174,concussion (out indefinitely)
175,lower leg laceration / ankle injury (DTD)
176,bruised upper body / broken rib (DTD)
177,hamstring injury (DTD)
178,head & neck injury (DTD)
179,abdominal injury (DTD)
180,surgery to repair fractured jaw (date approximate)
181,blurred vision (DTD)
182,jaw injury (out indefinitely)
183,migraine headache (DTD)
184,torn ligament in neck (out for season)
185,upper body injury (out indefinitely)
186,hip flexor (DTD)
187,bruised hip (DTD)
188,abdominal strain (DTD)
189,right hand injury (DTD)
190,left foot/ankle injury (out for season)
191,jaw/facial injury (DTD)
192,lower/upper (CBC) body injury (DTD)
193,recovering from surgery to repair broken nose (DTD)
194,broken left hand (out indefinitely)
195,lacerated left leg (out for season)
196,sprained ankle (DTD)
197,broken wrist (DTD)
198,facial lacerations (DTD)
199,left ankle injury (DTD)
200,arm/shoulder injury (out indefinitely)
201,bruised foot (out for season)
202,fractured leg (out for season)
203,fractured hand (DTD)
204,body soreness (DTD)
205,finger injury (DTD)
206,general body soreness (DTD)
207,arm injury (out for season)
208,elbow injury (DTD)
209,concussion (out for season)
210,leg injury (out for season)
211,facial surgery (out for season)
212,sprained MCL in knee (DTD)
213,neck injury (out for season)
214,ankle injury (out for season)
215,middle body injury (DTD)
216,cracked ribs (DTD)
217,sprained MCL in knee (out indefinitely)
218,mid-body injury (DTD)
219,upper (CBC) / middle (Y) body injury (DTD)
220,fractured foot (out indefinitely)
221,dislocated wrist (DTD)
222,rib injury (DTD)
223,rib injury (out indefinitely)
224,placed on IR with irregular heartbeat
225,placed on IR with sprained right ankle
226,placed on IR with broken right pinkie finger
227,placed on IR with surgery on left elbow
228,placed on IR with right hand injury
229,placed on IR with nose injury
230,placed on IR with separated right shoulder
231,placed on IR with broken left arm
232,placed on IR with fractured right lower leg
233,placed on IR with head (CBC) / neck injury
234,placed on IR recovering from surgery on right knee
235,"designated injured, non-roster player recovering from surgery on right knee"
236,placed on IR with surgery to repair sports hernia
237,placed on IR with surgery on right thumb (Y)
238,placed on IR with broken left hand/arm
239,placed on IR with fractured right hand
240,placed on IR with broken nose
241,placed on IR with hand infection
242,placed on IR recovering from arthroscopic surgery on right knee to repair torn meniscus
243,placed on IR with surgery on right knee
244,placed on IR with sprained left shoulder (out for season)
245,placed on IR with left Achilles tendon injury
246,placed on IR with broken right clavicle
247,placed on IR right shoulder inflammation
248,placed on IR with broken toe / ankle injury (CBC)
249,placed on IR with bruised chest
250,placed on IR with Achilles tendon injury
251,placed on IR with torn ligament in left thumb (CBS SN)
252,placed on IR with surgery on shoulder (out for season)
253,placed on IR with sore back
254,placed on IR with left shoulder injury
255,placed on IR with lower body injury (CBC)
256,placed on IR with back spasms
257,placed on IR with body soreness
258,placed on IR with bruised left foot
259,"placed on IR with arm injury (date 11-06 per CBC, 11-07 per E SN)"
260,placed on IR with lower body injury (date 12-04 per CBC E)
261,placed on IR with fractured right foot
262,placed on IR witih lower body injury
263,placed on IR with fractured finger
264,placed on IR with post-concussion syndrome
265,placed on IR with left knee injury
266,placed on IR with lacerated right leg
267,groin injury (out 2-3 weeks)
268,bruised thigh (DTD)
269,dislocated right shoulder (out indefinitely)
270,sports hernia (out indefinitely)
271,right eye injury (out indefinitely)
272,right eye injury (DTD)
273,left knee injury (DTD)
274,irregular heartbeat (out 2-3 weeks)
275,nose injury (out indefinitely)
276,right hand injury (2-3 weeks)
277,head/shoulder injury (DTD)
278,left foot injury (DTD)
279,left hand injury (DTD)
280,sore right leg (DTD)
281,head (CBC) / neck injury (DTD)
282,right eye injury (left game)
283,fractured right hand (out indefinitely)
284,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely)
285,bruised right elbow (DTD)
286,sprained left shoulder (DTD)
287,sprained right knee (DTD)
288,left leg injury (out for season)
289,right knee injury (out for season)
290,leg injury (surgery) (out indefinitely)
291,bruised chest (DTD)
292,back spasms / wrist injury (CBC) (DTD)
293,sore Achilles tendon (out indefinitely)
294,pulled/strained groin (DTD)
295,bruised lower back (DTD)
296,sore hand (DTD)
297,right leg injury (DTD)
298,fractured left wrist (out indefinitely)
299,arm injury (DTD)
300,soreness / back injury / groin injury (DTD)
301,bruised right wrist (out for season)
302,upper body soreness (DTD)
303,soreness in upper body / back injury (DTD)
304,sore ankle (DTD)
305,pulled leg muscle (DTD)
306,fractured foot (DTD)
307,sore left thumb (DTD)
308,collarbone injury (DTD)
309,cheek injury (DTD)
310,head injury (out for season)
311,jaw injury (DTD)
312,upper body injury (DTD) (CBC)
313,fractured ankle (out indefinitely)
314,left ankle (CBC) / knee injury (DTD)
315,facial fracture (DTD)
316,facial laceration (DTD)
317,placed on IR with fractured tibia
318,placed on IR with separated shoulder
319,placed on IR with broken left leg
320,placed on IR with strained abdominal muscle
321,placed on IR with orbital fracture
322,placed on IR with broken left ankle
323,placed on IR with strained left knee
324,placed on IR with shoulder injury (out for season)
325,placed on IR with eye injury
326,placed on IR with inflamed pubic bone / surgery for sports hernia (Y)
327,placed on IR recovering from surgery on back
328,placed on IR with head injury / concussion
329,placed on IR with pulled groin muscle
330,placed on IR with sprained MCL in right knee
331,placed on IR with ankle injury (out for season)
332,placed on IR with eye infection
333,placed on IR with surgery on hand (out for season)
334,placed on IR with fractured right femur (out for season)
335,placed on IR with right ankle injury
336,placed on IR with facial laceration
337,placed on IR with head laceration
338,placed on IR with sprained shoulder
339,placed on IR with surgery on knee (out for season)
340,placed on IR recovering from surgery on eye
341,placed on IR with hip flexor injury
342,placed on IR with fractured knuckle
343,placed on IR with sore shoulder
344,placed on IR with elbow injury
345,placed on IR with surgery on left shoulder
346,placed on IR with surgery on knee
347,placed on IR with sprained left knee
348,placed on IR with strained neck
349,placed on IR with bruised ankle
350,placed on IR with torn oblique
351,placed on IR with lacerated spleen
352,placed on IR with hamstring injury
353,placed on IR with bruised shoulder
354,placed on IR with fractured left clavicle
355,placed on IR with fractured finger (out for season)
356,placed on IR with ankle injury (CBC)
357,placed on IR with knee injury (out for season)
358,placed on IR with lower / upper body injury
359,placed on IR with torn ACL in left knee
360,dislocated shoulder (out indefinitely)
361,fractured tibia (DTD)
362,separated shoulder (out 3-4 weeks)
363,surgery on shoulder
364,bruised sternum (DTD)
365,broken left leg (out for season)
366,sprained right wrist (out indefinitely)
367,broken left ankle (out indefinitely)
368,nose injury (DTD)
369,eye injury (out indefinitely)
370,head injury (out indefinitely)
371,torn MCL in knee (out indefinitely)
372,surgery on left shoulder to repair torn labrum (out for season)
373,surgery on back to repair herniated disc (out for season) (date approximate)
374,flu-like symptoms / head injury (CBC) (DTD)
375,broken hand (out for season)
376,sprained right knee / torn MCL in right knee (CBC) (out indefinitely)
377,hip injury (out for season)
378,sprained right ankle (out for season)
379,dizzyness (out for season)
380,thigh injury (DTD)
381,ankle injury (out indefinnitely)
382,ankle injury (out indefinitely)
383,bruised abdomen (DTD)
384,high left ankle sprain (out for season)
385,left ankle/foot injury (out for season)
386,foot injury (out for season)
387,sprained right knee (out indefinitely)
388,ankle injury (DTD / out indefinitely)
389,right ankle injury (DTD)
390,sprained shoulder (DTD)
391,strained/sore groin (DTD)
392,concussion symptoms (out for season)
393,strained neck (DTD)
394,bruised right foot (DTD)
395,fractured jaw (DTD)
396,strained back (DTD)
397,sprained left knee (DTD)
398,bruised ankle (DTD)
399,high ankle sprain (out for season)
400,torn PCL in left knee (out for season)
401,torn pectoral muscle (out for season)
402,surgery on shoulder (out for season)
403,swollen foot (DTD)
404,left shoulder injury (DTD)
405,ribs injury (DTD)
406,sprained right knee (out for season)
407,fractured left clavicle (DTD)
408,fractured finger (DTD)
409,head injury / concussion-like symptoms (DTD)
410,placed on IR with broken right foot
411,placed on IR with sprained right shoulder
412,placed on IR with strained groin (date approximate)
413,placed on IR with hyphema in left eye
414,placed on IR with broken jaw
415,placed on IR with broken jaw (out for season)
416,placed on the injured/non-roster list with eye injury
417,placed on IR with broken right thumb
418,activated from injured/non-roster list
419,placed on IR with broken left orbital bone
420,placed on IR with nasal sinus fractures
421,placed on IR with fatigue/dizziness
422,placed on IR with surgery on right shoulder
423,placed on IR with lacerated left forearm
424,placed on IR with torn retina in left eye
425,placed on IR with broken finger
426,placed on IR with flu / lower body injury (CBC)
427,placed on IR with wrist injury (out for season)
428,placed on IR with fractured hand (CBC CBS Y)
429,placed on IR with oral surgery
430,placed on IR with torn tendon in right hand
431,placed on IR with lower body muscle inflammation
432,placed on IR with right elbow injury
433,"placed on IR with fractured hand (date 11-30 per Y, 12-01 per CBC)"
434,placed on IR with fractured foot (date 12-05 per CBC)
435,placed on IR with sprained knee
436,placed on IR with surgery on Achilles
437,placed on injured/non-roster list / IR with concussion
438,activated from injured/non-roster list / IR with concussion
439,toe injury (out 2-3 weeks)
440,back spasms (out indefinitely)
441,abdominal injury (out indefinitely)
442,broken right hand (DTD)
443,left ankle injury (out indefinitely)
444,separated shoulder (DTD)
445,hernia (DTD)
446,forearm injury (DTD)
447,bruised knee (DTD)
448,strained groin (out indefinitely)
449,broken right foot (out indefinitely)
450,bruised right knee (DTD)
451,sprained wrist (DTD)
452,broken wrist (out indefinitely)
453,lacerated right quadriceps tendon (out 6-8 weeks)
454,hernia (out 6-8 weeks)
455,mouth injury (DTD)
456,torn ACL in left knee (out for season)
457,lacerated thigh (DTD)
458,bruised lung (DTD)
459,bruised foot (DTD) / out indefinitely (CBC)
460,broken right foot (DTD)
461,sprained left ankle (DTD)
462,bruised head (DTD)
463,left ankle injury (out for season)
464,fractured right hand (out for season)
465,blood infection in back (DTD)
466,double vision (DTD)
467,surgery on back (out indefinitely)
468,torn ACL and sprained MCL in left knee (out indefinitely)
469,broken nose / stiff neck (DTD)
470,lower body (Y) / upper body (CBC) injury (DTD)
471,left thigh injury (out indefinitely)
472,surgery on left shoulder (DTD)
473,hyper-extended knee (DTD)
474,fractured left foot (out indefinitely)
475,swollen right hand (DTD)
476,leg inijury (DTD)
477,facial injury (out for season)
478,soreness / lower body injury (out for season)
479,lower (CBC) / upper (Y) body injury (DTD)
480,sprained left wrist (DTD)
481,fractured left hand (out for season)
482,fractured right leg (out for season)
483,stiff neck (DTD)
484,concussion-like symptoms (DTD)
485,placed on IR with cheekbone injury
486,placed on IR with hip injury (out indefinitely)
487,placed on IR with fractured right tibia
488,placed on IR with groin injury / sports hernia
489,placed on IR with right arm injury
490,placed on IR with torn ACL in left knee (out indefinitely)
491,placed on IR with sprained MCL in left knee
492,placed on IR separated shoulder
493,placed on IR recovering from surgery on right wrist
494,placed on IR recovering from surgery to repair groin injury
495,placed on IR with groin injury (out for season)
496,placed on 7-day IR with back injury
497,placed on 7-day IR with fractured cheekbone
498,activated from 7-day IR
499,placed on IR with strained back
500,placed on IR with bulging disc in lower back
501,placed on IR with collarbone injury
502,placed on IR with lacerated left leg
503,placed on IR with back injury (out for season)
504,placed on IR with fractured cheekbone
505,placed on IR with fractured right thumb (out for season)
506,placed on IR with torn labrum in shoulder
507,placed on IR with back/groin injury
508,placed on IR with partially dislocated left shoulder
509,activated from IR (T)
510,placed on IR with separated left shoulder
511,placed on IR with herniated disc
512,placed on IR with fractured rib
513,placed on IR with hand/finger injury
514,placed on IR with surgery on back
515,placed on IR with thigh injury
516,placed on IR with oblique injury
517,placed on IR with shoulder injury (CBC) / concussion (CBS S T)
518,placed on IR with concussion-like symptoms (out for season) (Y)
519,placed on IR with lower body injury (CBC E)
520,placed on IR with right ankle injury (Y)
521,placed on IR with right ankle injury (CBC E)
522,placed on IR with dislocated shoulder
523,placed on IR with foot / leg injury
524,broken collarbone (out for season)
525,strained lower back (DTD)
526,right knee injury (left game)
527,right knee injury (out 3-4 weeks)
528,headache (DTD)
529,broken jaw (out ~8 weeks)
530,sprained knee (out 2-3 weeks)
531,broken finger (out indefinitely)
532,broken finger (out 1-2 weeks)
533,appendectomy (DTD)
534,sprained MCL in left knee (out 2-3 weeks)
535,left eye infection (DTD)
536,hip pointer (DTD)
537,lower body injury (left game)
538,strained right knee (DTD)
539,eye/facial injuries (out for season)
540,right arm injury (out indefinitely)
541,right thigh injury (DTD)
542,broken right wrist (out indefinitely)
543,fractured right fibula (out indefinitely)
544,sprained MCL in left knee (DTD)
545,left wrist injury (DTD)
546,bone bruise in left knee (DTD)
547,separated left shoulder (DTD)
548,broken foot (DTD)
549,sprained left shoulder (left game)
550,ankle injury (left game)
551,sprained ankle (out indefinitely)
552,groin injury (out for season)
553,right elbow injury (DTD)
554,broken jaw (DTD)
555,surgery to repair sports hernia (out indefinitely)
556,fractured cheekbone (DTD)
557,lacerated shin (DTD)
558,bruised left ankle (DTD)
559,finger injury (out indefinitely)
560,arthroscopic surgery on knee (DTD)
561,lower back / groin (CBC) injury (DTD)
562,stomach virus (DTD)
563,sprained MCL in left knee (out for season)
564,lacerated right forearm (out for season)
565,post-concussion syndrome (DTD)
566,hip / shoulder (CBC) injury (DTD)
567,sore jaw (DTD)
568,pectoral injury (out indefinitely)
569,fractured right hand (DTD)
570,strained back (out for season)
571,fractured right thumb (out for season)
572,pectoral injury (out for season)
573,bruised hand (DTD)
574,sore/strained groin (DTD)
575,herniated disc (DTD)
576,head injury / concussion symptoms (DTD)
577,fractured ribs (DTD)
578,sore groin (Y) / shoulder injury (CBC) (DTD)
579,sprained knee (out for season)
580,sore right knee (DTD)
581,fractured finger (out for season)
582,surgery to repair fractured finger (out for season)
583,separated right shoulder (DTD)
584,bruised left shoulder (DTD)
585,bruised shoulder (DTD)
586,concussion-like symptoms (out for season)
587,dislocated shoulder (DTD)
588,fractured jaw (out indefinitely)
589,hip injury (out indefinitely)
590,ACL injury in knee (out for season)
591,placed on IR with strained pectoral muscle
592,placed on IR with hip pointer
593,placed on IR with arthroscopic surgery on knee
594,placed on IR with hip/groin injury
595,placed on IR with bruised foot
596,placed on IR with mouth injury
597,placed on IR with torn groin muscle (out for season)
598,placed on IR with ribs injury
599,placed on IR with head/neck injury
600,placed on IR with left hand injury
601,placed on IR with surgery on pectoral
602,placed on IR with hairline fracture of right foot
603,placed on IR with concussion (out for seeason)
604,placed on IR with fractured left ankle
605,placed on IR with thumb/hand injury
606,placed on IR with broken foot
607,placed on IR with fractured clavicle (out for season)
608,placed on IR with left shoulder surgery
609,placed on IR with groin injury / abdominal injury
610,placed on IR with fractured collarbone
611,placed on IR with knee injury (error?)
612,placed on IR with knee injury (CBC SN)
613,placed on IR with torn triceps
614,activated from IR (E)
615,placed on IR with high ankle sprain
616,placed on injured/non-roster list with back injury
617,placed on injured/non-roster list with wrist injury
618,placed on injured/non-roster list with knee injury
619,placed on injured/non-roster list with shoulder injury
620,placed on injured/non-roster list with groin injury
621,placed on injured/non-roster list with hernia
622,left knee injury (out for rest of regular season)
623,back injury (out for remainder of regular season)
624,concussion (out for remainder of regular season)
625,facial injury (out indefinitely)
626,shoulder injury (out indefinitely)
627,strained pectoral muscle (DTD)
628,strained pectoral muscle (concussion per CBC) (DTD)
629,throat (DTD)
630,right thumb injury (DTD)
631,chest injury (left game)
632,separated shoulder (out indefinitely)
633,wrist injury (date approximate)
634,sore left leg (DTD)
635,oblique injury (DTD)
636,sprained MCL in right knee (out indefinitely)
637,head injury (left game)
638,bruised back (DTD)
639,upper body injry (DTD)
640,bruised left foot (DTD)
641,left arm injury (DTD)
642,broken hand (out indefinitely)
643,left hand injuiry (DTD)
644,strained calf muscle (DTD)
645,fractured left thumb (DTD)
646,sore lower back (DTD)
647,head/neck injury (DTD)
648,fractured left ankle / tibia (CBC) (out for season)
649,hand / thumb injury (DTD)
650,left leg injury (DTD)
651,fractured ankle (DTD)
652,broken right hand (out indefinitely)
653,separated right shoulder (out indefinitely)
654,left knee injury (out indefinitely)
655,thumb/hand injury (DTD)
656,broken foot (out indefinitely)
657,broken jaw (out for season)
658,pulled groin muscle (DTD)
659,upper and lower body injury (DTD)
660,broken right hand (out for season)
661,torn left quadricep (out for season)
662,concussion-like symptoms / concussion (CBC) (DTD)
663,right foot injury (DTD)
664,fractured thumb (DTD)
665,abdominal injury (out for season)
666,torn oblique muscle (out for season)
667,hand infection (DTD)
668,mouth/jaw injury (DTD)
669,out as head coach with two fractured ribs (DTD)
670,surgery on knee (out for season)
671,oblique injury (out for season)
672,fractured hand (out for season)
673,placed on IR with fractured thumb (out indefinitely)
674,placed on IR with bruised sternum
675,placed on IR with fractured clavicle
676,placed on IR with fractured right wrist
677,placed on IR with pulled groin
678,placed on IR with right knee injury / broken right leg (CBC Y)
679,placed on IR / injured-non-roster list (CBC) with wrist injury
680,placed on IR / injured-non-roster list (CBC) with knee injury
681,placed on injured/non-roster list recovering form surgery on left shoulder
682,activated from non-roster list
683,activated from IR (SN) / non-roster list (E TSN)
684,placed on IR with groin/hip injury
685,activated from non-roster injured list
686,activated from non-roster list (IR?)
687,placed on IR upper body injury
688,placed on IR with fractured left fibula (out for season)
689,placed on IR with illness / back injury (CBC)
690,placed on IR with herniated disc (out for season)
691,rotator cuff injury (DTD)
692,surgery to repair sports hernia (out for season)
693,fractured right foot (out for season)
694,fractured clavicle (out indefinitely)
695,bruised right thigh (DTD)
696,foot injury (out indefinitely)
697,recovering from surgery on left shoulder (out indefinitely)
698,broken right ankle (out for season)
699,surgery on hip (DTD)
700,bruised/sore hand (DTD)
701,bruised left shoulder (out for season)
702,finger injury (surgery) (DTD)
703,upper / lower (Y) body injury (DTD)
704,activated from IL
705,placed on IR with fractured left leg
706,placed on IR withi shoulder injury
707,placed on IR with left arm injury
708,placed on IR with left leg injury
709,placed on IR with surgery on left knee (out for season)
710,placed on IR with fractured wrist
711,placed on IR with sore neck
712,placed on IR with torn ACL in right knee
713,placed on IR with lower body injury (date 12-08 per T)
714,placed on IR with bruised right knee
715,placed on IR with knee injury (CBC)
716,placed on IR with right knee injury (out for season)
717,placed on IR with bruised hand
718,placed on IR with fractured fibula in right leg
719,placed on IR with elbow infection (CBS S Y)
720,placed on IR with sprained left shoulder
721,sore neck (DTD)
722,fractured left leg (out indefinitely)
723,left leg injury (out indefinitely)
724,upper body injury (DTD) (date approximate)
725,lower body injury (DTD) (CBC)
726,right leg injury (left game)
727,right wrist injury (DTD)
728,lower body injury (out indefinitely))
729,torn ACL in right knee (out indefinitely)
730,surgery on groin (out indefinitely)
731,head/mouth injury (DTD)
732,right knee injury / general soreness (out for season)
733,left hand/wrist injury (out for season)
734,fractured knuckles (DTD)
735,placed on IR with knee injury (date approximate)
736,placed on IR with surgery on shoulder and knee (out indefinitely)
737,placed on IR with left knee injury (out for season)
738,placed on IR with right ankle injury (out for season)
739,placed on IR with left arm injury (out for season)
740,placed on IR with lacerated left thigh
741,placed on IR with fractured hand
742,placed on IR withi sprained MCL in right knee
743,placed on IR with strained right knee
744,placed on IR with thumb injury
745,placed on IR with fractured fibula
746,placed on IR with lacerated leg
747,placed on IR recovering from surgery to repair ACL in knee (out for season)
748,bruised kidney (DTD)
749,throat injury (DTD)
750,fractured leg (out 6-8 weeks)
751,leg injury (out indefinitely)
752,broken toe (DTD)
753,left elbow injury (DTD)
754,fractured left foot/ankle (DTD)
755,ankle/foot injury (out for season)
756,surgery on knee (date approximate)
757,right foot/ankle injury (DTD)
758,arm injury (left game)
759,recovering from surgery on shoulder (DTD)
760,broken left leg (out indefinitely)
761,back injury (out indefinitely)
762,high ankle sprain (out indefinitely)
763,left arm injury (out indefinitely)
764,lacerated left thigh (DTD)
765,fractured nose (out for season)
766,bruised leg (DTD)
767,sprained MCL in right knee (DTD)
768,triceps injury (out for season)
769,fractured finger (out indefinitely)
770,placed on IR with herniated disc (out indefinitely)
771,placed on IR with broken right leg
772,placed on IR with right knee inflammation (out for season)
773,placed on IR with facial and nasal fractures
774,placed on IR with sprained right wrist
775,placed on IR with fractured right ankle
776,placed on IR with strained lower back
777,placed on IR with torn meniscus in right knee
778,knee injury (out 5-6 weeks)
779,left wrist injury (out 4-5 weeks)
780,wrist injury (out indefinitely)
781,shoulder inijury (DTD)
782,shoulder injury (out 4-6 weeks)
783,post-concussion (out for season)
784,lower body strain (DTD)
785,left hip flexor injury (DTD)
786,surgery on right wrist (out for season)
787,broken right leg (out indefinitely)
788,back spasms (out for season)
789,right knee inflammation (DTD)
790,stomach injury (DTD)
791,ear injury (DTD)
792,inner ear infection (DTD)
793,abdominal / groin (CBC) injury (DTD)
794,head injury / concussion (CBC) (DTD)
795,pinched nerve in neck (DTD)
796,facial and nasal fractures (DTD)
797,lower body injury (DTD) (Y)
798,torn groin muscle (out for season)
799,fractured right tibia (out indefinitely)
800,wrist injury (out for season)
801,right arm/hand injury (DTD)
802,upper body injury (DTD) (CBC Y)
803,fractured left fibula (DTD)
804,upper body injury (out for season))
805,torn meniscus in right knee (out indefinitely)
806,placed on IR with pulled leg muscle
807,placed on IR with calf ailment
808,placed on IR with dislocated right elbow
809,placed on IR with cheekbone injury / broken jaw
810,placed on IR with torn MCL in right knee
811,placed on IR with torn ACL in left knee (out for season)
812,placed on IR with head injury / concussion (CBC)
813,placed on IR with lacerated right hand/finger
814,placed on IR with lacerated left Achilles tendon
815,placed on IR with right leg injury
816,placed on IR with upper body injury (date 12-11 per CBC)
817,placed on IR with leg injury (CBC)
818,placed on IR with fractured left thumb
819,placed on IR with fractured index finger
820,placed on IR with fractured right finger
821,placed on IR with fractured right index finger
822,back spasms (left game)
823,hand injury (left game)
824,abdominal strain (left game)
825,right shoulder injury (left game)
826,right shoulder injury (out 6-8 weeks)
827,hip flexor injurhy (DTD)
828,right leg injury (out 2-3 weeks)
829,quadricep injury (DTD)
830,head & knee injuries (out indefinitely)
831,strained ligament in right knee (out 2-4 weeks)
832,lower body injury / upper body injury (Y) (DTD)
833,cheekbone injury (out indefinitely)
834,torn MCL in right knee (DTD)
835,separated left shoulder (out indefinitely)
836,broken right leg (DTD)
837,lower back injury (DTD)
838,left shoulder injury (out for season)
839,lower back injury (out for season) (Y)
840,lacerated thigh (out for season)
841,right hip flexor injury (DTD)
842,lacerated right hand (DTD)
843,left hip injury (DTD)
844,illness / neck injury (CBC) (DTD)
845,collarbone injury (out for season)
846,bruised left eye (DTD)
847,stiff neck / head injury (DTD)
848,sports hernia (out for season)
849,fractured left thumb (out indefinitely)
850,fractured right finger (DTD)
851,right foot injury (out for season)
852,chest injury (out for season)
853,torn labrum in right hip (out for season)
854,placed on IR with separated right shoulder (out 3-4 weeks)
855,placed on IR with sore right knee
856,placed on IR with broken left index finger
857,placed on IR with torn ACL and sprained MCL in right knee (out for season)
858,placed on IR with arthroscopic surgery on left knee
